"08/09/16, 10:44 - יצרת את הקבוצה ""פרוייקט"""
19/12/16, 19:40 - Yochai: אני אתקלח אוכל ואבוא
19/12/16, 20:22 - אנונימוס: יוחאי
19/12/16, 20:22 - אנונימוס: תורך לבטל תפגישה
19/12/16, 20:23 - אנונימוס: אני ואנונימוס כבר ביטלנו
19/12/16, 20:23 - אנונימוס: תגיד שאנחנו על הסקר ספרות ומחר צריך להגיש ולחוצים בזמין
19/12/16, 20:23 - Yochai: ימניאק אנחנו פה עושים סקר ספרות
19/12/16, 20:23 - אנונימוס: מעולה
19/12/16, 21:45 - אנונימוס: שלח הודעה לאיתי חבןא
19/12/16, 21:45 - אנונימוס: לבוא
19/12/16, 21:45 - אנונימוס: מהמחשב של אופ.
19/12/16, 21:45 - אנונימוס: ק
20/12/16, 12:08 - אנונימוס: <מדיה הושמטה>
20/12/16, 12:09 - אנונימוס: הפרעות הקשב החליטו להעצים את המלחמה נגדי
20/12/16, 12:12 - אנונימוס: עד שרשמתי פסקה חח הכל נמחק
21/12/16, 09:30 - אנונימוס: מישהו בא או שאני חוזר לישון?
21/12/16, 09:34 - Yochai: מתארגן
21/12/16, 09:57 - אנונימוס: מצקלח ובא
21/12/16, 20:58 - Yochai: עכשיו יוצא
22/12/16, 18:56 - אנונימוס: מה הוא אדיוט
22/12/16, 18:56 - אנונימוס: לא יכול לשנות?
22/12/16, 18:58 - Yochai: תעשה לו סרטון הדרכה למניאק הזה
22/12/16, 20:29 - Yochai: אנונימוס שלחת במקרה לארז את הסקר בלי שתי עמודות?
22/12/16, 20:36 - אנונימוס: לא אחי
22/12/16, 20:36 - אנונימוס: רק יצאתי מהעבודה
24/12/16, 12:12 - אנונימוס: בואו נעבור על ההערות של ארז ונמרוד
24/12/16, 12:12 - אנונימוס: אם מחר לא נגיש את הסקר זה יהיה מוגזם כב4
24/12/16, 12:12 - אנונימוס: כבר
24/12/16, 12:13 - אנונימוס: זדיין אני רואה את ההרצאה השישית של יובל (פעם שלישית לא מבין תמניאק)
24/12/16, 12:14 - אנונימוס: תפי אלייך
24/12/16, 12:14 - אנונימוס: הפרויי.ט חשוב יותר
24/12/16, 12:15 - אנונימוס: אתה בטוח? לדעתי יש לך עבודה להגיש ב-25
24/12/16, 12:16 - אנונימוס: קיצר אני יורד למחתרת עד הערב
24/12/16, 12:16 - אנונימוס: גם הסקר ספרות עד ה25
24/12/16, 12:16 - אנונימוס: וסיימתי את רוב העבודה
24/12/16, 12:16 - אנונימוס: טפי, באמת?
24/12/16, 12:16 - אנונימוס: כן
24/12/16, 12:16 - אנונימוס: נשאר את שאלה 2
24/12/16, 12:16 - אנונימוס: ואת 1 ד
24/12/16, 12:16 - אנונימוס: טפי עליך אני צריך שמישהו יכלא את איתי אי אפשר ככה
24/12/16, 12:17 - אנונימוס: אשלח לך
24/12/16, 12:17 - אנונימוס: חחחחח
24/12/16, 12:17 - אנונימוס: קח 2 רטלין
24/12/16, 12:17 - אנונימוס: חח
25/12/16, 20:03 - אנונימוס: תכתבו את ההערות הלא מובנות של ארז שיסביר מה כוונתו
25/12/16, 20:03 - אנונימוס: הוא שאל שם בקבומה
25/12/16, 20:11 - אנונימוס: חח אני הסדתרתי וכתבתי
27/12/16, 11:34 - אנונימוס: מישהו באוניברסיטה
27/12/16, 11:34 - אנונימוס: בןאן נסגור תעניחן עם השרת
27/12/16, 11:35 - אנונימוס: לא מבין בזה חח
27/12/16, 11:41 - אנונימוס: אין מה להבי
27/12/16, 11:41 - אנונימוס: יש טופס
27/12/16, 11:41 - אנונימוס: ששלחת
27/12/16, 11:41 - אנונימוס: שלחתי לך במיי
27/12/16, 11:41 - אנונימוס: זה נאבד להם
27/12/16, 11:42 - אנונימוס: תנסה למצוא אותו
27/12/16, 11:42 - אנונימוס: אתה באוניברסיטה?
27/12/16, 11:42 - Yochai: סעמק התעוררתי רק עכשיו
27/12/16, 11:42 - אנונימוס: אני לפני חצי שעה
27/12/16, 11:42 - אנונימוס: אנונימוס צכין רטלין
27/12/16, 11:42 - אנונימוס: אני בא לקחת
27/12/16, 11:44 - אנונימוס: חחח
27/12/16, 11:45 - אנונימוס: אנונימוס
27/12/16, 11:45 - אנונימוס: קובי אמר בהרצאה
27/12/16, 11:45 - אנונימוס: שהוא רוצה שבהצעה נכתוב מה כל אחד. עושה
27/12/16, 11:45 - אנונימוס: אז תעשה איזה חלוקת עבודה בכאילו
27/12/16, 11:45 - אנונימוס: בפרוייקט
27/12/16, 11:45 - אנונימוס: טוב
28/12/16, 14:50 - אנונימוס: יוחאי תענה לו לא יפה חחחחח
28/12/16, 14:51 - אנונימוס: יוחאי אני נותן לך הרשאות תעיף את ארז
28/12/16, 14:51 - Yochai: אני אשאל אותו בשיעןר
28/12/16, 14:53 - אנונימוס: לא תלך ב 3
28/12/16, 14:53 - אנונימוס: ינוכל
28/12/16, 14:53 - Yochai: אם אני אלך אליו בהפסקה הוא יתפוס אותי שעה
28/12/16, 14:53 - אנונימוס: אני לא יגול
28/12/16, 14:53 - Yochai: יש לנו שיעור חשוב היום
28/12/16, 14:53 - אנונימוס: חח הנה הוא מקליד
28/12/16, 14:53 - אנונימוס: בקסוצה
28/12/16, 14:53 - אנונימוס: אני בורח
28/12/16, 14:53 - Yochai: על hadoop
28/12/16, 14:53 - Yochai: חחח
28/12/16, 14:58 - אנונימוס: , וואי אני מת
28/12/16, 19:04 - אנונימוס: <מדיה הושמטה>
01/01/17, 10:35 - אנונימוס: מישהו שכח אצלי חולצה?
01/01/17, 10:36 - Yochai: שחורה
01/01/17, 10:36 - אנונימוס: כן
01/01/17, 10:43 - אנונימוס: תן אותה לאיתי
02/01/17, 22:45 - אנונימוס: <מדיה הושמטה>
02/01/17, 22:46 - Yochai: חחח
03/01/17, 08:57 - Yochai: באמת יש פגישה היום?
03/01/17, 08:57 - Yochai: מה אתה מזיין
03/01/17, 12:52 - Yochai: מזה הספרייה מפוצצת כאילו תקופת מבחנים עכשיו
03/01/17, 12:54 - אנונימוס: בוא קומה 5
03/01/17, 12:55 - Yochai: יש כוסיות?
03/01/17, 12:57 - אנונימוס: כן
03/01/17, 12:57 - אנונימוס: 2 ערביות ודתיה
04/01/17, 11:10 - אנונימוס: <מדיה הושמטה>
04/01/17, 11:11 - אנונימוס: שלחו קורות חיים
06/01/17, 12:12 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:13 - Yochai: נראה כמו גרגמל
06/01/17, 12:18 - אנונימוס: נראה כמו ארז הנוכל
06/01/17, 12:19 - Yochai: חחחח
06/01/17, 12:19 - Yochai: איזה מערכת זוועה הוא הביא
06/01/17, 12:19 - Yochai: מיליון wr
06/01/17, 12:20 - אנונימוס: עשיתי לו הכי מסובך שאפשר הכל
06/01/17, 12:20 - אנונימוס: שלא יבין
06/01/17, 12:20 - אנונימוס: אידיוט
06/01/17, 12:20 - Yochai: חחלח מה עשית ב6 ג
06/01/17, 12:21 - Yochai: זה בכלל לא מובן
06/01/17, 12:21 - אנונימוס: 6 ג הוא הודה בפני שזאת שאלה מפגרת
06/01/17, 12:21 - אנונימוס: הנחתי הנחות
06/01/17, 12:21 - אנונימוס: שעין שם push לרופא
06/01/17, 12:21 - אנונימוס: והוא פשוט קורא מהטבלה
06/01/17, 12:21 - אנונימוס: רק שכחתי להוסיך טבלה של רוךאים
06/01/17, 12:21 - אנונימוס: רופאים
06/01/17, 12:22 - Yochai: בסדר זה יכול להיות בuser
06/01/17, 12:22 - אנונימוס: כן כביכול
06/01/17, 12:22 - Yochai: אבל איך יש לך קישור בין חולה לתרופות ותופעות לוואי
06/01/17, 12:22 - אנונימוס: גם כשיש חיפוש הנחתי שלא צריך וורקר בשביל זה
06/01/17, 12:23 - Yochai: נכון
06/01/17, 12:23 - אנונימוס: ,שהוואב רול פשוט עושה שאילתא ל table
06/01/17, 12:23 - Yochai: ואיך יש את השליחת מייל?
06/01/17, 12:23 - אנונימוס: הנחתי מלא הנחות שיזדיין
06/01/17, 12:23 - Yochai: זה פוש לא?
06/01/17, 12:23 - Yochai: ישר מהוורקר רול למשתמש?
06/01/17, 12:24 - אנונימוס: פשוט צריך לרשום שהוואב רול שולח מייל
06/01/17, 12:24 - אנונימוס: לא עשיתי את זה טוב כל כך
06/01/17, 12:24 - Yochai: גם היה צריך לשים הרבה תורים
06/01/17, 12:25 - אנונימוס: למה
06/01/17, 12:25 - אנונימוס: לי יש 1
06/01/17, 12:25 - Yochai: למה
06/01/17, 12:25 - Yochai: היה 3 שלבים
06/01/17, 12:25 - Yochai: בין הקראולר לשלב 2
06/01/17, 12:26 - Yochai: ובין שלב 2 לשלב 3
06/01/17, 12:26 - Yochai: ואחד בין הווברול לוורקר
06/01/17, 12:26 - Yochai: זה pipline
06/01/17, 12:27 - אנונימוס: איזה שלבים הוואב רול לא צריך לדבר עם הוורקר
06/01/17, 12:28 - Yochai: נראלי שכן כי המשתמש יכול להמליץ על url לניתוח המידע
06/01/17, 12:28 - אנונימוס: הוורקר מקבל url בתור
06/01/17, 12:28 - אנונימוס: ועושה מה שצריל
06/01/17, 12:28 - Yochai: כן אבל המשתמש גם יכול להכניס url
06/01/17, 12:28 - אנונימוס: לא צריך שם תור
06/01/17, 12:28 - אנונימוס: מכניס לטבלה של הurl
06/01/17, 12:28 - אנונימוס: מהווברול
06/01/17, 12:28 - Yochai: ואיך הוורקר ידע שהוא הכניס
06/01/17, 12:28 - אנונימוס: הכל רוטומטי
06/01/17, 12:28 - אנונימוס: קורלר אומר לו
06/01/17, 12:29 - אנונימוס: קורל קורא את הטבלה של ה url
06/01/17, 12:29 - אנונימוס: ושולח בתור לוורקר
06/01/17, 12:29 - אנונימוס: עשיתח שונה ממך
06/01/17, 12:29 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:30 - Yochai: למה שהקראולר יקרא מהטבלה
06/01/17, 12:30 - אנונימוס: למה לא
06/01/17, 12:30 - Yochai: תגיד רגע
06/01/17, 12:31 - Yochai: כי הוא רק מכניס לפי מה שהבנתי
06/01/17, 12:31 - Yochai: זה כאילו התפקיד שלו להביא url למערכת
06/01/17, 12:31 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:32 - Yochai: אני הבנתי שהוא אוסף url מהאינטרנט ומכניס לטבלה
06/01/17, 12:32 - Yochai: לא משנה
06/01/17, 12:33 - Yochai: מה עשית שאלה לפני
06/01/17, 12:33 - Yochai: איך תייעל את הטבלה
06/01/17, 12:33 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:33 - Yochai: הdate יהיה pk?
06/01/17, 12:33 - Yochai: אנונימוס תעשה תמדדים ימניאק
06/01/17, 12:34 - אנונימוס: ב סעיף ב עשיתי sportname-date
06/01/17, 12:34 - אנונימוס: וב ג
06/01/17, 12:34 - אנונימוס: Sport-year-mount
06/01/17, 12:34 - אנונימוס: וה row key זה day
06/01/17, 12:36 - אנונימוס: הבאסה ששחכתי שצריך מייל
06/01/17, 12:36 - אנונימוס: עשיתי לו הודעה רגילה שחכתימשזה מייך
06/01/17, 12:36 - אנונימוס: ל
06/01/17, 12:37 - אנונימוס: איזה ראפליקשן רשמת
06/01/17, 12:37 - Yochai: אני גם לא רשמתי בהסבר אבל ציירתי חץ ישר למשתמש
06/01/17, 12:37 - Yochai: Inter intra
06/01/17, 12:38 - Yochai: גיאוגרפי ובתוך יחידות אחסון שונות
06/01/17, 12:38 - אנונימוס: אני לא רשמתמ את זה ככה
06/01/17, 12:38 - אנונימוס: רשמתי geo patition
06/01/17, 12:38 - אנונימוס: Geo active
06/01/17, 12:38 - אנונימוס: ו בתוך ה dc
06/01/17, 12:39 - Yochai: גם סבבה
06/01/17, 12:39 - אנונימוס: נראה..
06/01/17, 12:39 - אנונימוס: היום שם העתקות בסקייל גבוה חח
06/01/17, 12:39 - Yochai: חחח
06/01/17, 12:40 - Yochai: סכמק נראלי שטעיתי בשאלה עם הטבלה
06/01/17, 12:40 - אנונימוס: אי אפשר לדעת הוא אידיוט
06/01/17, 12:40 - Yochai: עשיתי בסעיף ב שהpk יהיה התאריך
06/01/17, 12:40 - Yochai: זה יכול לעבוד?
06/01/17, 12:40 - אנונימוס: עוד שניה אני מצלם את השיחה ומדביק בבריונות
06/01/17, 12:40 - אנונימוס: אני עושה מבחן
06/01/17, 12:40 - אנונימוס: הוא מפריע לי
06/01/17, 12:40 - אנונימוס: מדבר עם אנשים
06/01/17, 12:40 - אנונימוס: אני אומר לו ששש
06/01/17, 12:41 - אנונימוס: הןא לא מתייחס
06/01/17, 12:41 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:41 - אנונימוס: והוא בונקר
06/01/17, 12:41 - אנונימוס: לא עוזר בכלל
06/01/17, 12:42 - Yochai: חחח
06/01/17, 12:43 - אנונימוס: גיליתי שגם חברה מתוכנה עושים איתו
06/01/17, 12:43 - אנונימוס: וגם להם נמרות עוזר
06/01/17, 12:43 - אנונימוס: נמרוד
06/01/17, 12:43 - אנונימוס: הןא אמר למיהו שם
06/01/17, 12:43 - אנונימוס: עבודה יפה נמרוד היה מרוצה
06/01/17, 12:43 - Yochai: חחח
06/01/17, 12:44 - Yochai: אנונימוס תשאל את נמרוד אם הוא מרוצה מאיתנו
06/01/17, 12:44 - אנונימוס: עוד שניה באמת מדביק
06/01/17, 12:44 - אנונימוס: איזה מרוצה
06/01/17, 12:44 - אנונימוס: חושב אני אדיוט
06/01/17, 12:44 - אנונימוס: חחחחחח
06/01/17, 12:44 - אנונימוס: אין יותר אידיוט מסייבר
06/01/17, 12:44 - Yochai: חחח
06/01/17, 12:46 - Yochai: אנונימוס שלח לי את קבלת החלטות שאלה 2
06/01/17, 12:46 - אנונימוס: רק יצאת ממבחן יחרשן
06/01/17, 12:46 - אנונימוס: תנוחחח
06/01/17, 12:47 - Yochai: איזה תנוח צריך ללמוד למועד ב
06/01/17, 12:47 - אנונימוס: מקווה שיהיה פקטור
06/01/17, 12:54 - אנונימוס: חחח אתם לא מבינים אני ברכבת ואיזה מישהי פתחה תמחשב להראות למישהו שם איזה משהו
06/01/17, 12:54 - אנונימוס: קפץ לה פרסומות של פורנו
06/01/17, 12:54 - אנונימוס: חחח
06/01/17, 12:55 - Yochai: חחחח
06/01/17, 12:56 - Yochai: תסדר לה את אנונימוס
06/01/17, 12:56 - אנונימוס: <מדיה הושמטה>
06/01/17, 12:59 - אנונימוס: חחח
06/01/17, 12:59 - אנונימוס: תייג תצמך
06/01/17, 13:00 - אנונימוס: הכי משפיל
06/01/17, 13:00 - אנונימוס: איפה איתי
06/01/17, 13:00 - אנונימוס: מסור לו דש חם וכדור נגד טפשות
06/01/17, 13:02 - אנונימוס: חחחחח
06/01/17, 13:02 - אנונימוס: מתגעגע אליך
06/01/17, 13:26 - אנונימוס: סעמק בתוך הגרגירי חומוס יש חרקים
06/01/17, 13:26 - אנונימוס: <מדיה הושמטה>
06/01/17, 13:28 - אנונימוס: איכססס
06/01/17, 13:28 - אנונימוס: תן לאיתי הוא אוהב חלבון
06/01/17, 13:29 - אנונימוס: חחחח אני לא יודע אם לזרוק את החןמוס
06/01/17, 13:29 - אנונימוס: הוצאתי איזה 15 כבר אבל לא מצאתי עוד
06/01/17, 13:29 - אנונימוס: איך ימגעיל
06/01/17, 13:29 - אנונימוס: תזרוק הכל
06/01/17, 13:30 - אנונימוס: מה רציני חחח כאילו שאתה אוכל בחומוסיות אין
06/01/17, 13:31 - אנונימוס: אין
06/01/17, 13:31 - אנונימוס: זה נטחן חח
"06/01/17, 13:32 - אנונימוס: כנ""ל פלאפל"
06/01/17, 13:32 - Yochai: תעיף לפח
08/01/17, 22:10 - אנונימוס: נמרוד הבריז לי
08/01/17, 22:10 - אנונימוס: זין מעדכן סטטוס
08/01/17, 22:11 - Yochai: חחח
08/01/17, 22:11 - Yochai: הוא באימון
08/01/17, 22:13 - Yochai: תחכה אולי הוא יצטרף יותר מאוחר
08/01/17, 22:13 - Yochai: תשאר שם
08/01/17, 22:29 - אנונימוס: חחחחחחחח
